1893,05,02,58000,15.80
1894,02,19,13000,6.40
1895,01,22,10000,5.60
1896,07,25,22000,8.90
1897,03,06,61000,16.30
1898,03,23,92000,20.20
1899,01,15,29000,10.50
1900,03,07,21000,8.60
1901,03,11,15000,7.00
1902,07,01,13000,6.30
1903,03,01,35000,11.30
1904,03,27,52000,14.80
1905,05,12,31000,11.00
1906,03,28,42000,13.20
1907,03,14,54000,15.20
1908,02,15,60000,16.10
1909,02,24,46000,13.80
1910,02,28,57000,15.70
1910,10,07,60000,16.10
1912,02,27,50000,14.50
1913,03,25,250000,29.00
1914,04,08,22800,9.00
1915,07,09,26900,11.00
1916,01,31,48200,14.80
1917,03,14,29800,10.90
1918,02,13,32800,11.50
1919,03,17,35900,13.40
1920,04,21,59800,16.00
1921,03,29,42400,11.50
1922,04,15,39000,12.30
1923,05,16,16400,7.80
1924,06,09,47700,13.40
1925,04,22,15700,7.90
1926,04,09,22700,9.40
1927,03,22,43700,12.80
1927,12,01,24400,9.70
1929,02,27,53000,14.40
1930,01,09,38900,12.20
1931,04,04,9100,6.00
1932,01,18,20700,29.10
1933,05,14,47200,34.00
1934,03,03,10700,28.13
1935,05,04,17800,28.51
1936,02,27,27100,30.42
1937,01,22,48400,34.25
1938,04,09,29100,30.78
1939,04,16,25100,30.00
1940,04,21,25600,30.12
1941,06,16,4800,24.49
1942,04,11,19300,28.80
1943,03,20,35700,32.00
1944,04,12,29600,30.86
1945,03,07,28600,30.66
1946,02,14,16800,28.30
1947,06,03,36800,32.24
1948,02,14,31300,31.22
1949,01,06,31500,31.41
1950,01,17,36000,32.22
1951,02,22,34800,32.00
1952,01,27,46600,33.90
1953,05,23,18100,28.54
1954,03,30,11000,26.62
1955,03,22,17200,28.21
1955,11,17,23000,29.70
1957,04,05,33200,31.70
1958,06,14,40800,32.97
1959,01,22,60900,35.45
1960,02,11,12700,27.05
1961,04,26,25900,30.28
1962,02,27,23400,29.77
1963,03,06,47500,33.74
1964,04,22,35100,31.81
1965,04,26,21400,29.33
1966,02,11,16100,28.12
1966,12,11,21000,29.25
1968,05,24,24400,29.99
1969,01,30,24400,29.99
1970,04,03,27400,30.53
1971,02,23,22200,29.52
1972,04,08,19000,28.81
1972,11,14,23100,29.72
1974,01,20,23100,29.71
1975,02,24,38800,32.47
1976,02,18,19200,28.87
1977,04,03,18600,28.53
1978,03,14,26100,31.38
1979,02,24,25700,31.10
1980,06,03,30000,
1981,06,15,22500,30.53
1982,01,31,26000,31.08
1983,05,03,20600,30.23
1984,03,21,17000,29.72
1985,02,24,24900,30.99
1985,12,12,21800,30.51
1986,10,05,29400,31.64
1988,02,02,12800,28.96
1989,05,27,29900,31.50
1990,02,16,26000,30.95
1990,12,31,43750,33.15
1992,07,18,23500,30.57
1993,07,03,24300,30.69
1994,01,29,26100,30.96
1995,08,09,35500,32.25
1996,04,30,30600,31.60
1997,06,02,32000,31.79
1998,01,08,21100,30.20
1999,01,23,26900,31.07
2000,04,08,23800,30.86
2001,05,19,19800,30.06
2001,12,18,26700,31.49
2003,07,10,36500,32.71
2004,01,05,35600,32.58
2005,01,07,45800,34.33
2006,03,13,20900,30.61
2007,03,24,36200,33.01
2008,03,20,33100,32.56
2009,02,12,19500,30.28
2010,03,14,24900,31.24
2011,03,06,34500,32.52
2011,12,06,33400,32.07
2013,01,14,21500,30.35
2013,12,23,43800,35.21
2015,06,21,24000,32.99
