1858,00,00,563000,
1859,00,00,847000,
1860,00,00,668000,
1861,00,00,618000,
1862,00,00,948000,
1863,00,00,777000,
1864,00,00,654000,
1865,00,00,714000,
1866,00,00,839000,
1867,00,00,671000,
1868,00,00,483000,
1869,00,00,328000,
1870,00,00,777000,
1871,00,00,856000,
1872,00,00,737000,
1873,00,00,638000,
1874,00,00,582000,
1875,00,00,684000,
1876,00,00,958000,
1877,00,00,486000,
1878,06,12,485000,18.00
1879,06,18,643000,31.20
1880,06,30,914000,48.50
1881,06,17,598000,34.60
1882,06,13,883000,40.80
1883,06,14,573000,28.30
1884,06,13,698000,31.40
1885,06,23,482000,22.50
1886,06,09,673000,30.40
1887,06,19,896000,39.30
1888,06,18,564000,25.90
1889,06,05,302000,14.70
1890,05,14,633000,28.80
1891,06,02,448000,21.10
1892,06,22,607000,35.00
1893,06,14,679000,38.30
1894,06,06,1240000,59.60
1895,05,31,475000,28.70
1896,06,22,785000,42.90
1897,05,24,780000,42.70
1898,06,20,649000,36.90
1899,06,22,787000,43.00
1900,05,19,547000,32.20
1901,06,01,662000,37.50
1902,06,01,644000,36.70
1903,06,18,787000,43.00
1904,05,26,629000,36.00
1905,06,15,412000,25.50
1906,06,01,374000,23.40
1907,06,05,587000,34.10
1908,06,18,653000,37.10
1909,06,19,675000,38.10
1910,05,14,566000,33.10
1911,06,17,574000,33.50
1912,06,01,568000,33.20
1913,06,12,759000,41.80
1914,05,27,493000,29.60
1915,06,01,328000,20.80
1916,07,01,727000,40.40
1917,06,20,727000,40.40
1918,06,25,578000,33.70
1919,06,01,553000,32.50
1920,06,26,428000,26.30
1921,06,11,773000,42.40
1922,06,09,677000,38.20
1923,06,14,581000,33.80
1924,05,26,433000,26.60
1925,05,24,642000,36.60
1926,05,08,269000,17.10
1927,06,18,690000,38.80
1928,05,29,766000,42.10
1929,06,19,460000,27.70
1930,06,14,332000,20.20
1931,05,19,308000,18.80
1932,05,24,578000,106.40
1933,06,18,722000,110.00
1934,05,02,453000,103.10
1935,06,10,480000,141.36
1936,05,17,529000,142.74
1937,06,24,379000,138.68
1938,05,31,609000,144.70
1939,05,21,387000,138.94
1940,06,05,370000,138.46
1941,06,10,273000,135.73
1942,06,17,431000,140.11
1943,06,21,546000,143.12
1944,06,19,327000,137.18
1945,06,08,508000,142.03
1946,05,30,583000,144.00
1947,05,11,542000,142.91
1948,05,31,1010000,154.56
1949,05,18,624000,145.06
1950,06,25,744000,148.13
1951,05,30,602000,144.48
1952,05,28,561000,143.42
1953,06,17,612000,144.74
1954,05,23,570000,143.66
1955,06,26,548000,143.09
1956,06,02,823000,150.10
1957,05,22,705000,94.90
1958,05,31,593000,92.26
1959,06,23,555000,91.19
1960,06,06,470000,
1968,06,13,404000,
1969,05,15,452000,
1970,05,28,425000,
1971,05,13,557000,
1972,06,20,619000,88.50
1972,12,05,221000,
1974,06,20,588000,87.62
1975,05,17,422000,82.20
1976,05,14,418000,
1977,01,25,213000,
1978,06,10,313000,
1979,05,25,311000,
1980,06,18,345000,
1981,06,10,449000,
1982,06,20,443000,85.05
1983,06,01,426000,84.20
1984,06,27,396000,
1985,05,06,295000,
1986,06,03,407000,82.30
1987,05,17,295000,
1988,05,11,245000,
1989,05,04,328000,
1990,06,09,391000,
1991,05,26,372000,
1992,05,22,243000,
1993,05,17,401000,
1994,05,12,230000,
1995,05,19,303000,80.81
1996,06,11,456000,83.94
1997,06,15,571000,87.63
1998,05,30,446000,
1999,06,04,389000,
2000,04,23,384000,
2000,12,13,181000,
2002,06,06,377000,
2003,05,31,355000,82.52
2004,05,29,291000,
2005,05,18,291000,
2006,05,29,401000,
2009,06,09,404000,
2010,06,11,458000,82.62
2011,06,03,564000,
2012,04,25,587000,
2013,05,11,408000,
2014,05,25,414000,81.25
