1931,06,15,46500,27.22
1932,06,18,124000,29.68
1933,05,29,111000,28.21
1934,03,03,112000,30.30
1935,07,16,130000,28.90
1936,04,18,102000,27.60
1937,06,22,112000,29.60
1938,03,24,146000,29.20
1939,04,01,176000,30.10
1940,06,15,50800,27.42
1941,06,14,137000,30.29
1942,05,15,126000,30.20
1943,04,08,282000,33.60
1944,04,09,172700,30.82
1945,03,22,98300,27.63
1946,06,22,87300,28.57
1947,04,03,176000,31.00
1948,03,26,110000,28.60
1949,04,07,173000,30.50
1950,04,24,237000,31.60
1951,04,07,134000,28.43
1952,04,13,480000,35.50
1953,06,25,112000,28.59
1954,06,07,38600,24.79
1955,08,25,38500,24.85
1956,08,24,47000,25.05
1956,10,02,38600,24.45
1957,10,07,35300,24.06
1959,08,28,33900,23.56
1960,03,29,34700,23.59
1961,07,06,31800,22.99
1962,07,04,35900,23.33
1963,07,25,33800,22.80
1964,08,06,34400,22.46
1965,08,14,35000,22.66
1966,07,21,35800,22.68
1967,08,23,39600,22.76
1968,07,16,41200,22.81
1969,08,30,56000,24.08
1969,10,01,51200,23.62
1971,06,17,57200,23.62
1972,08,17,61400,23.39
1972,10,01,52600,22.57
1974,07,24,38000,20.30
1975,09,11,64300,23.24
1975,11,05,63700,23.07
1976,12,02,42000,19.99
1978,08,08,53900,21.21
1978,10,12,53700,21.29
1979,11,30,41600,19.14
1980,11,12,38700,18.75
1982,09,28,33800,17.67
1982,12,01,45100,18.78
1984,07,28,48200,19.15
1984,10,25,48000,18.93
1986,08,26,44100,18.25
1986,10,21,50500,18.73
1988,08,31,39700,17.24
1988,11,02,35400,16.82
1990,09,18,33800,16.10
1991,09,03,32400,16.03
1992,05,15,30100,15.67
1992,10,09,28500,15.35
1994,09,04,32800,15.49
1995,08,21,59600,18.61
