1978,01,25,5000,11.00
1979,03,23,6900,12.44
1980,05,20,3900,10.00
1981,09,07,6540,12.22
1982,06,10,7220,12.25
1983,02,02,4240,9.95
1983,12,06,6110,11.48
1985,06,07,8100,12.61
1985,11,21,6290,11.31
1987,09,11,3970,9.40
1988,08,29,4710,10.05
1989,09,22,6920,11.79
1989,10,01,6230,11.26
1991,07,26,7000,11.85
1992,04,21,4510,9.88
1993,03,23,7580,12.26
1994,08,16,7330,12.09
1995,08,27,11100,13.14
1996,01,27,5920,10.66
1997,07,23,13600,15.06
1998,04,09,10300,13.28
1999,01,23,8240,12.15
2000,07,12,5150,10.11
2001,03,29,3960,9.15
2002,08,31,3770,8.98
2003,06,07,13400,14.79
2004,09,08,6950,11.35
2005,08,23,5080,10.06
2006,08,15,10900,13.60
2007,03,02,7480,11.69
2008,08,27,13500,14.99
2009,05,05,11100,13.78
2010,01,25,10900,13.68
2011,08,05,7220,11.71
2012,07,20,6230,11.13
2013,06,03,4240,9.69
2013,12,23,4490,9.88
2015,04,19,4820,10.13
